Documento;Tipo_query;Versione;Budget;CI;Tempo_s;CO2_Emessa_g;Numero_filtri;Filtri_applicati;Parole_trovate;File_corretto_trovato
Harry Potter e la pietra filosfale.pdf;Lunga;CA;3.4e-05;270.0;0.00875406000050134;3.2827725001880026e-05;2;['NER', 'NAME'];24;True
Harry Potter e la pietra filosfale.pdf;Lunga;Plain;4.35e-05;270.0;0.012579360000381712;4.7172600001431414e-05;3;['NER', 'NAME', 'VERBS'];29;True
Harry Potter e la pietra filosfale.pdf;Lunga;Pattern;4.35e-05;270.0;0.012695820000226376;4.760932500084891e-05;3;['NER', 'NAME', 'VERBS'];29;True
Harry Potter e la pietra filosfale.pdf;Lunga;CA;4.35e-05;270.0;0.008432200000243029;3.162075000091136e-05;2;['NER', 'NAME'];24;True
Harry Potter e la pietra filosfale.pdf;Lunga;Plain;5.3e-05;270.0;0.012808860000950517;4.8033225003564445e-05;3;['NER', 'NAME', 'VERBS'];29;True
Harry Potter e la pietra filosfale.pdf;Lunga;Pattern;5.3e-05;270.0;0.013372680000611582;5.014755000229344e-05;3;['NER', 'NAME', 'VERBS'];29;True
Harry Potter e la pietra filosfale.pdf;Lunga;CA;5.3e-05;270.0;0.012849439999990863;4.8185399999965734e-05;3;['NER', 'NAME', 'VERBS'];29;True
Harry Potter e la pietra filosfale.pdf;Lunga;Plain;6.3e-05;270.0;0.012728580000111834;4.773217500041938e-05;3;['NER', 'NAME', 'VERBS'];29;True
Harry Potter e la pietra filosfale.pdf;Lunga;Pattern;6.3e-05;270.0;0.01320284000103129;4.951065000386734e-05;3;['NER', 'NAME', 'VERBS'];29;True
Harry Potter e la pietra filosfale.pdf;Lunga;CA;6.3e-05;270.0;0.012718619999213842;4.769482499705191e-05;3;['NER', 'NAME', 'VERBS'];29;True
Harry Potter e la pietra filosfale.pdf;Lunga;Plain;7.3e-05;270.0;0.013309019999724114;4.990882499896543e-05;3;['NER', 'NAME', 'VERBS'];29;True
Harry Potter e la pietra filosfale.pdf;Lunga;Pattern;7.3e-05;270.0;0.012730320000264328;4.7738700000991236e-05;3;['NER', 'NAME', 'VERBS'];29;True
Harry Potter e la pietra filosfale.pdf;Lunga;CA;7.3e-05;270.0;0.013193979999778093;4.947742499916785e-05;3;['NER', 'NAME', 'VERBS'];29;True
Memorie dal sottosuolo.pdf;Corta;Plain;9e-06;270.0;0.005840880000323523;2.1903300001213213e-05;3;['NER', 'NAME', 'VERBS'];2;True
Memorie dal sottosuolo.pdf;Corta;Pattern;9e-06;270.0;0.006120040000678273;2.2950150002543524e-05;3;['NER', 'NAME', 'VERBS'];2;True
Memorie dal sottosuolo.pdf;Corta;CA;9e-06;270.0;1.3799995940644295e-06;5.1749984777416115e-09;0;[];0;True
Memorie dal sottosuolo.pdf;Corta;Plain;1.42e-05;270.0;0.005748180000955472;2.1555675003583023e-05;3;['NER', 'NAME', 'VERBS'];2;True
Memorie dal sottosuolo.pdf;Corta;Pattern;1.42e-05;270.0;0.006202280001161853;2.325855000435695e-05;3;['NER', 'NAME', 'VERBS'];2;True
Memorie dal sottosuolo.pdf;Corta;CA;1.42e-05;270.0;0.0019850200005748775;7.443825002155792e-06;1;['NAME'];1;True
Memorie dal sottosuolo.pdf;Corta;Plain;2.4e-05;270.0;0.006270339999900898;2.351377499962837e-05;3;['NER', 'NAME', 'VERBS'];2;True
Memorie dal sottosuolo.pdf;Corta;Pattern;2.4e-05;270.0;0.005821580000338144;2.1830925001268042e-05;3;['NER', 'NAME', 'VERBS'];2;True
Memorie dal sottosuolo.pdf;Corta;CA;2.4e-05;270.0;0.0038935399999900254;1.4600774999962598e-05;2;['NER', 'NAME'];2;True
Memorie dal sottosuolo.pdf;Corta;Plain;3.4e-05;270.0;0.005871860000479501;2.201947500179813e-05;3;['NER', 'NAME', 'VERBS'];2;True
Memorie dal sottosuolo.pdf;Corta;Pattern;3.4e-05;270.0;0.005891640000481857;2.2093650001806963e-05;3;['NER', 'NAME', 'VERBS'];2;True
Memorie dal sottosuolo.pdf;Corta;CA;3.4e-05;270.0;0.005728639999870211;2.148239999951329e-05;3;['NER', 'NAME', 'VERBS'];2;True
Memorie dal sottosuolo.pdf;Corta;Plain;4.35e-05;270.0;0.0063111199997365475;2.3666699999012056e-05;3;['NER', 'NAME', 'VERBS'];2;True
Memorie dal sottosuolo.pdf;Corta;Pattern;4.35e-05;270.0;0.006024719999550144;2.259269999831304e-05;3;['NER', 'NAME', 'VERBS'];2;True
Memorie dal sottosuolo.pdf;Corta;CA;4.35e-05;270.0;0.005884679999871878;2.2067549999519544e-05;3;['NER', 'NAME', 'VERBS'];2;True
Memorie dal sottosuolo.pdf;Corta;Plain;5.3e-05;270.0;0.006323939999128924;2.371477499673347e-05;3;['NER', 'NAME', 'VERBS'];2;True
Memorie dal sottosuolo.pdf;Corta;Pattern;5.3e-05;270.0;0.005916340000840137;2.218627500315051e-05;3;['NER', 'NAME', 'VERBS'];2;True
Memorie dal sottosuolo.pdf;Corta;CA;5.3e-05;270.0;0.00867158000037307;3.251842500139901e-05;3;['NER', 'NAME', 'VERBS'];2;True
Memorie dal sottosuolo.pdf;Corta;Plain;6.3e-05;270.0;0.005923659999825759;2.2213724999346598e-05;3;['NER', 'NAME', 'VERBS'];2;True
Memorie dal sottosuolo.pdf;Corta;Pattern;6.3e-05;270.0;0.005833260000508744;2.1874725001907794e-05;3;['NER', 'NAME', 'VERBS'];2;True
Memorie dal sottosuolo.pdf;Corta;CA;6.3e-05;270.0;0.005971779999526916;2.2394174998225935e-05;3;['NER', 'NAME', 'VERBS'];2;True
Memorie dal sottosuolo.pdf;Corta;Plain;7.3e-05;270.0;0.005935780000436352;2.225917500163632e-05;3;['NER', 'NAME', 'VERBS'];2;True
Memorie dal sottosuolo.pdf;Corta;Pattern;7.3e-05;270.0;0.005986739999207203;2.2450274997027012e-05;3;['NER', 'NAME', 'VERBS'];2;True
Memorie dal sottosuolo.pdf;Corta;CA;7.3e-05;270.0;0.005757599998469231;2.1590999994259618e-05;3;['NER', 'NAME', 'VERBS'];2;True
Memorie dal sottosuolo.pdf;Media;Plain;9e-06;270.0;0.0070275000005494805;2.6353125002060555e-05;3;['NER', 'NAME', 'VERBS'];3;True
Memorie dal sottosuolo.pdf;Media;Pattern;9e-06;270.0;0.0070082199992612;2.62808249972295e-05;3;['NER', 'NAME', 'VERBS'];3;True
Memorie dal sottosuolo.pdf;Media;CA;9e-06;270.0;1.3999997463542968e-06;5.249999048828613e-09;0;[];0;False
Memorie dal sottosuolo.pdf;Media;Plain;1.42e-05;270.0;0.0073448200004349925;2.7543075001631222e-05;3;['NER', 'NAME', 'VERBS'];3;True
Memorie dal sottosuolo.pdf;Media;Pattern;1.42e-05;270.0;0.007174839999788673;2.6905649999207525e-05;3;['NER', 'NAME', 'VERBS'];3;True
Memorie dal sottosuolo.pdf;Media;CA;1.42e-05;270.0;0.002446059999783756;9.172724999189084e-06;1;['NAME'];3;True
Memorie dal sottosuolo.pdf;Media;Plain;2.4e-05;270.0;0.007405300000391435;2.7769875001467883e-05;3;['NER', 'NAME', 'VERBS'];3;True
Memorie dal sottosuolo.pdf;Media;Pattern;2.4e-05;270.0;0.007282899998972425;2.7310874996146594e-05;3;['NER', 'NAME', 'VERBS'];3;True
Memorie dal sottosuolo.pdf;Media;CA;2.4e-05;270.0;0.0047554199998558035;1.7832824999459262e-05;2;['NER', 'NAME'];3;True
Memorie dal sottosuolo.pdf;Media;Plain;3.4e-05;270.0;0.007193740000366234;2.6976525001373372e-05;3;['NER', 'NAME', 'VERBS'];3;True
Memorie dal sottosuolo.pdf;Media;Pattern;3.4e-05;270.0;0.007659320001403102;2.8722450005261638e-05;3;['NER', 'NAME', 'VERBS'];3;True
Memorie dal sottosuolo.pdf;Media;CA;3.4e-05;270.0;0.006785020000097575;2.5443825000365905e-05;3;['NER', 'NAME', 'VERBS'];3;True
Memorie dal sottosuolo.pdf;Media;Plain;4.35e-05;270.0;0.007129619999614078;2.6736074998552798e-05;3;['NER', 'NAME', 'VERBS'];3;True
Memorie dal sottosuolo.pdf;Media;Pattern;4.35e-05;270.0;0.007601339998655021;2.8505024994956333e-05;3;['NER', 'NAME', 'VERBS'];3;True
Memorie dal sottosuolo.pdf;Media;CA;4.35e-05;270.0;0.0074223399991751645;2.7833774996906865e-05;3;['NER', 'NAME', 'VERBS'];3;True
Memorie dal sottosuolo.pdf;Media;Plain;5.3e-05;270.0;0.007121120000374503;2.670420000140439e-05;3;['NER', 'NAME', 'VERBS'];3;True
Memorie dal sottosuolo.pdf;Media;Pattern;5.3e-05;270.0;0.007164100000954932;2.6865375003580995e-05;3;['NER', 'NAME', 'VERBS'];3;True
Memorie dal sottosuolo.pdf;Media;CA;5.3e-05;270.0;0.007108840000728378;2.665815000273142e-05;3;['NER', 'NAME', 'VERBS'];3;True
Memorie dal sottosuolo.pdf;Media;Plain;6.3e-05;270.0;0.007820440000068629;2.932665000025736e-05;3;['NER', 'NAME', 'VERBS'];3;True
Memorie dal sottosuolo.pdf;Media;Pattern;6.3e-05;270.0;0.007286279999243561;2.7323549997163358e-05;3;['NER', 'NAME', 'VERBS'];3;True
Memorie dal sottosuolo.pdf;Media;CA;6.3e-05;270.0;0.007468980000703595;2.8008675002638484e-05;3;['NER', 'NAME', 'VERBS'];3;True
Memorie dal sottosuolo.pdf;Media;Plain;7.3e-05;270.0;0.00718778000009479;2.6954175000355464e-05;3;['NER', 'NAME', 'VERBS'];3;True
Memorie dal sottosuolo.pdf;Media;Pattern;7.3e-05;270.0;0.007237000000895932;2.7138750003359744e-05;3;['NER', 'NAME', 'VERBS'];3;True
Memorie dal sottosuolo.pdf;Media;CA;7.3e-05;270.0;0.007296479999786243;2.7361799999198415e-05;3;['NER', 'NAME', 'VERBS'];3;True
Memorie dal sottosuolo.pdf;Lunga;Plain;9e-06;270.0;0.013792980001016985;5.1723675003813694e-05;3;['NER', 'NAME', 'VERBS'];25;True
Memorie dal sottosuolo.pdf;Lunga;Pattern;9e-06;270.0;0.014219679999951041;5.332379999981641e-05;3;['NER', 'NAME', 'VERBS'];25;True
Memorie dal sottosuolo.pdf;Lunga;CA;9e-06;270.0;1.3199998647905886e-06;4.949999492964708e-09;0;[];0;False
Memorie dal sottosuolo.pdf;Lunga;Plain;1.42e-05;270.0;0.013896200000453973;5.2110750001702407e-05;3;['NER', 'NAME', 'VERBS'];25;True
Memorie dal sottosuolo.pdf;Lunga;Pattern;1.42e-05;270.0;0.014801400000578724;5.5505250002170216e-05;3;['NER', 'NAME', 'VERBS'];25;True
Memorie dal sottosuolo.pdf;Lunga;CA;1.42e-05;270.0;0.004798899999877903;1.7995874999542138e-05;1;['NAME'];20;True
Memorie dal sottosuolo.pdf;Lunga;Plain;2.4e-05;270.0;0.013733000001229812;5.149875000461179e-05;3;['NER', 'NAME', 'VERBS'];25;True
Memorie dal sottosuolo.pdf;Lunga;Pattern;2.4e-05;270.0;0.013796980000915938;5.173867500343477e-05;3;['NER', 'NAME', 'VERBS'];25;True
Memorie dal sottosuolo.pdf;Lunga;CA;2.4e-05;270.0;0.0045298800003365615;1.6987050001262105e-05;1;['NER'];3;False
Memorie dal sottosuolo.pdf;Lunga;Plain;3.4e-05;270.0;0.014582860000518848;5.468572500194569e-05;3;['NER', 'NAME', 'VERBS'];25;True
Memorie dal sottosuolo.pdf;Lunga;Pattern;3.4e-05;270.0;0.014110859999345849;5.291572499754693e-05;3;['NER', 'NAME', 'VERBS'];25;True
Memorie dal sottosuolo.pdf;Lunga;CA;3.4e-05;270.0;0.00911119999946095;3.416699999797856e-05;2;['NER', 'NAME'];23;True
Memorie dal sottosuolo.pdf;Lunga;Plain;4.35e-05;270.0;0.013655420000577578;5.1207825002165914e-05;3;['NER', 'NAME', 'VERBS'];25;True
Memorie dal sottosuolo.pdf;Lunga;Pattern;4.35e-05;270.0;0.014296060000197031;5.361022500073886e-05;3;['NER', 'NAME', 'VERBS'];25;True
Memorie dal sottosuolo.pdf;Lunga;CA;4.35e-05;270.0;0.010012879999703728;3.7548299998888985e-05;2;['NER', 'NAME'];23;True
Memorie dal sottosuolo.pdf;Lunga;Plain;5.3e-05;270.0;0.014219079999747919;5.3321549999054695e-05;3;['NER', 'NAME', 'VERBS'];25;True
Memorie dal sottosuolo.pdf;Lunga;Pattern;5.3e-05;270.0;0.014318240000284277;5.3693400001066045e-05;3;['NER', 'NAME', 'VERBS'];25;True
Memorie dal sottosuolo.pdf;Lunga;CA;5.3e-05;270.0;0.014334899999812478;5.3755874999296796e-05;3;['NER', 'NAME', 'VERBS'];25;True
Memorie dal sottosuolo.pdf;Lunga;Plain;6.3e-05;270.0;0.013937159999477445;5.2264349998040424e-05;3;['NER', 'NAME', 'VERBS'];25;True
Memorie dal sottosuolo.pdf;Lunga;Pattern;6.3e-05;270.0;0.013836579999770037;5.188717499913765e-05;3;['NER', 'NAME', 'VERBS'];25;True
Memorie dal sottosuolo.pdf;Lunga;CA;6.3e-05;270.0;0.01410868000020855;5.290755000078207e-05;3;['NER', 'NAME', 'VERBS'];25;True
Memorie dal sottosuolo.pdf;Lunga;Plain;7.3e-05;270.0;0.013969139999971958;5.238427499989485e-05;3;['NER', 'NAME', 'VERBS'];25;True
Memorie dal sottosuolo.pdf;Lunga;Pattern;7.3e-05;270.0;0.013919999999779975;5.219999999917491e-05;3;['NER', 'NAME', 'VERBS'];25;True
Memorie dal sottosuolo.pdf;Lunga;CA;7.3e-05;270.0;0.013959080000495306;5.2346550001857395e-05;3;['NER', 'NAME', 'VERBS'];25;True
il signore degli anelli.pdf;Corta;Plain;9e-06;190.0;0.006336539999756497;1.672142499935742e-05;3;['NER', 'NAME', 'VERBS'];2;True
il signore degli anelli.pdf;Corta;Pattern;9e-06;190.0;0.005878500000108033;1.551270833361842e-05;3;['NER', 'NAME', 'VERBS'];2;True
il signore degli anelli.pdf;Corta;CA;9e-06;190.0;1.2800002878066152e-06;3.3777785372674572e-09;0;[];0;False
il signore degli anelli.pdf;Corta;Plain;1.42e-05;190.0;0.005977579999307636;1.5774169442617376e-05;3;['NER', 'NAME', 'VERBS'];2;True
il signore degli anelli.pdf;Corta;Pattern;1.42e-05;190.0;0.006112879999272991;1.6131211109192615e-05;3;['NER', 'NAME', 'VERBS'];2;True
il signore degli anelli.pdf;Corta;CA;1.42e-05;190.0;0.0019506600001477636;5.147575000389932e-06;1;['NER'];1;True
il signore degli anelli.pdf;Corta;Plain;2.4e-05;190.0;0.005807939999795053;1.53265083327925e-05;3;['NER', 'NAME', 'VERBS'];2;True
il signore degli anelli.pdf;Corta;Pattern;2.4e-05;190.0;0.006393039999966277;1.6870522222133232e-05;3;['NER', 'NAME', 'VERBS'];2;True
il signore degli anelli.pdf;Corta;CA;2.4e-05;190.0;0.005866900001274189;1.5482097225584664e-05;3;['NER', 'NAME', 'VERBS'];2;True
il signore degli anelli.pdf;Corta;Plain;3.4e-05;190.0;0.006316460000380175;1.666843611211435e-05;3;['NER', 'NAME', 'VERBS'];2;True
il signore degli anelli.pdf;Corta;Pattern;3.4e-05;190.0;0.005928420001146151;1.5644441669691236e-05;3;['NER', 'NAME', 'VERBS'];2;True
il signore degli anelli.pdf;Corta;CA;3.4e-05;190.0;0.005881599999702303;1.55208888881033e-05;3;['NER', 'NAME', 'VERBS'];2;True
il signore degli anelli.pdf;Corta;Plain;4.35e-05;190.0;0.005819080000219401;1.5355905556134532e-05;3;['NER', 'NAME', 'VERBS'];2;True
il signore degli anelli.pdf;Corta;Pattern;4.35e-05;190.0;0.00593628000060562;1.56651833349315e-05;3;['NER', 'NAME', 'VERBS'];2;True
il signore degli anelli.pdf;Corta;CA;4.35e-05;190.0;0.00619687999933376;1.6352877776019644e-05;3;['NER', 'NAME', 'VERBS'];2;True
il signore degli anelli.pdf;Corta;Plain;5.3e-05;190.0;0.005832719999307301;1.5391899998172046e-05;3;['NER', 'NAME', 'VERBS'];2;True
il signore degli anelli.pdf;Corta;Pattern;5.3e-05;190.0;0.005798839999624761;1.530249444345423e-05;3;['NER', 'NAME', 'VERBS'];2;True
il signore degli anelli.pdf;Corta;CA;5.3e-05;190.0;0.005930780000926461;1.565066944688927e-05;3;['NER', 'NAME', 'VERBS'];2;True
il signore degli anelli.pdf;Corta;Plain;6.3e-05;190.0;0.005961220000608591;1.5730997223828227e-05;3;['NER', 'NAME', 'VERBS'];2;True
il signore degli anelli.pdf;Corta;Pattern;6.3e-05;190.0;0.00577700000067125;1.5244861112882467e-05;3;['NER', 'NAME', 'VERBS'];2;True
il signore degli anelli.pdf;Corta;CA;6.3e-05;190.0;0.006736719999753405;1.777745555490482e-05;3;['NER', 'NAME', 'VERBS'];2;True
il signore degli anelli.pdf;Corta;Plain;7.3e-05;190.0;0.006157460000395076;1.6248852778820342e-05;3;['NER', 'NAME', 'VERBS'];2;True
il signore degli anelli.pdf;Corta;Pattern;7.3e-05;190.0;0.0060713999992003664;1.6021749997889858e-05;3;['NER', 'NAME', 'VERBS'];2;True
il signore degli anelli.pdf;Corta;CA;7.3e-05;190.0;0.00598972000007052;1.580620555574165e-05;3;['NER', 'NAME', 'VERBS'];2;True
il signore degli anelli.pdf;Media;Plain;9e-06;190.0;0.007167840000329306;1.8915133334202336e-05;3;['NER', 'NAME', 'VERBS'];7;True
il signore degli anelli.pdf;Media;Pattern;9e-06;190.0;0.00712378000098397;1.879886389148548e-05;3;['NER', 'NAME', 'VERBS'];7;True
il signore degli anelli.pdf;Media;CA;9e-06;190.0;1.32000059238635e-06;3.4833348965750902e-09;0;[];0;False
il signore degli anelli.pdf;Media;Plain;1.42e-05;190.0;0.007332580001093447;1.9349863891774377e-05;3;['NER', 'NAME', 'VERBS'];7;True
il signore degli anelli.pdf;Media;Pattern;1.42e-05;190.0;0.0070368800006690435;1.856954444620998e-05;3;['NER', 'NAME', 'VERBS'];7;True
il signore degli anelli.pdf;Media;CA;1.42e-05;190.0;0.002333899999212008;6.158902775698354e-06;1;['NER'];2;True
il signore degli anelli.pdf;Media;Plain;2.4e-05;190.0;0.007039720001193928;1.8577038892039534e-05;3;['NER', 'NAME', 'VERBS'];7;True
il signore degli anelli.pdf;Media;Pattern;2.4e-05;190.0;0.007046200000331737;1.859413888976431e-05;3;['NER', 'NAME', 'VERBS'];7;True
il signore degli anelli.pdf;Media;CA;2.4e-05;190.0;0.007014659999549621;1.8510908332144835e-05;3;['NER', 'NAME', 'VERBS'];7;True
il signore degli anelli.pdf;Media;Plain;3.4e-05;190.0;0.007027379999635741;1.8544474999038763e-05;3;['NER', 'NAME', 'VERBS'];7;True
il signore degli anelli.pdf;Media;Pattern;3.4e-05;190.0;0.007318020000093383;1.9311441666913097e-05;3;['NER', 'NAME', 'VERBS'];7;True
il signore degli anelli.pdf;Media;CA;3.4e-05;190.0;0.00767212000064319;2.024587222391953e-05;3;['NER', 'NAME', 'VERBS'];7;True
il signore degli anelli.pdf;Media;Plain;4.35e-05;190.0;0.007190980000450509;1.8976197223411064e-05;3;['NER', 'NAME', 'VERBS'];7;True
il signore degli anelli.pdf;Media;Pattern;4.35e-05;190.0;0.007533959999273065;1.9881283331415036e-05;3;['NER', 'NAME', 'VERBS'];7;True
il signore degli anelli.pdf;Media;CA;4.35e-05;190.0;0.007269519999681506;1.918345555471509e-05;3;['NER', 'NAME', 'VERBS'];7;True
il signore degli anelli.pdf;Media;Plain;5.3e-05;190.0;0.008308920000126818;2.1926316667001326e-05;3;['NER', 'NAME', 'VERBS'];7;True
il signore degli anelli.pdf;Media;Pattern;5.3e-05;190.0;0.007242239999322919;1.9111466664879927e-05;3;['NER', 'NAME', 'VERBS'];7;True
il signore degli anelli.pdf;Media;CA;5.3e-05;190.0;0.0073824199993396174;1.9481386109368435e-05;3;['NER', 'NAME', 'VERBS'];7;True
il signore degli anelli.pdf;Media;Plain;6.3e-05;190.0;0.007324499999958789;1.932854166655792e-05;3;['NER', 'NAME', 'VERBS'];7;True
il signore degli anelli.pdf;Media;Pattern;6.3e-05;190.0;0.007032260000414681;1.8557352778872075e-05;3;['NER', 'NAME', 'VERBS'];7;True
il signore degli anelli.pdf;Media;CA;6.3e-05;190.0;0.007218439999996917;1.9048661111102977e-05;3;['NER', 'NAME', 'VERBS'];7;True
il signore degli anelli.pdf;Media;Plain;7.3e-05;190.0;0.007694639998953789;2.030529999723917e-05;3;['NER', 'NAME', 'VERBS'];7;True
il signore degli anelli.pdf;Media;Pattern;7.3e-05;190.0;0.007173340000736062;1.8929647224164607e-05;3;['NER', 'NAME', 'VERBS'];7;True
il signore degli anelli.pdf;Media;CA;7.3e-05;190.0;0.0075262399994244335;1.986091110959226e-05;3;['NER', 'NAME', 'VERBS'];7;True
il signore degli anelli.pdf;Lunga;Plain;9e-06;190.0;0.012945639999088598;3.416210555315047e-05;3;['NER', 'NAME', 'VERBS'];34;True
il signore degli anelli.pdf;Lunga;Pattern;9e-06;190.0;0.013286940000398317;3.506275833438445e-05;3;['NER', 'NAME', 'VERBS'];34;True
il signore degli anelli.pdf;Lunga;CA;9e-06;190.0;1.1999996786471457e-06;3.1666658186521904e-09;0;[];0;False
il signore degli anelli.pdf;Lunga;Plain;1.42e-05;190.0;0.013121240000327817;3.462549444530952e-05;3;['NER', 'NAME', 'VERBS'];34;True
il signore degli anelli.pdf;Lunga;Pattern;1.42e-05;190.0;0.012574379999568919;3.31823916655291e-05;3;['NER', 'NAME', 'VERBS'];34;True
il signore degli anelli.pdf;Lunga;CA;1.42e-05;190.0;0.004383519997645635;1.1567622216009317e-05;1;['NER'];12;True
il signore degli anelli.pdf;Lunga;Plain;2.4e-05;190.0;0.012928820000524865;3.411771944582951e-05;3;['NER', 'NAME', 'VERBS'];34;True
il signore degli anelli.pdf;Lunga;Pattern;2.4e-05;190.0;0.013066960000287509;3.448225555631426e-05;3;['NER', 'NAME', 'VERBS'];34;True
il signore degli anelli.pdf;Lunga;CA;2.4e-05;190.0;0.008713580000767251;2.2994169446469135e-05;2;['NER', 'NAME'];32;True
il signore degli anelli.pdf;Lunga;Plain;3.4e-05;190.0;0.013081419999798527;3.452041388835722e-05;3;['NER', 'NAME', 'VERBS'];34;True
il signore degli anelli.pdf;Lunga;Pattern;3.4e-05;190.0;0.013833560000057333;3.650522777792908e-05;3;['NER', 'NAME', 'VERBS'];34;True
il signore degli anelli.pdf;Lunga;CA;3.4e-05;190.0;0.012813640000240411;3.381377222285664e-05;3;['NER', 'NAME', 'VERBS'];34;True
il signore degli anelli.pdf;Lunga;Plain;4.35e-05;190.0;0.021924019998550648;5.785505277395311e-05;3;['NER', 'NAME', 'VERBS'];34;True
il signore degli anelli.pdf;Lunga;Pattern;4.35e-05;190.0;0.013417820000177017;3.5408136111578236e-05;3;['NER', 'NAME', 'VERBS'];34;True
il signore degli anelli.pdf;Lunga;CA;4.35e-05;190.0;0.01289277999967453;3.402261388803002e-05;3;['NER', 'NAME', 'VERBS'];34;True
il signore degli anelli.pdf;Lunga;Plain;5.3e-05;190.0;0.013476320000336273;3.55625111119985e-05;3;['NER', 'NAME', 'VERBS'];34;True
il signore degli anelli.pdf;Lunga;Pattern;5.3e-05;190.0;0.013165959999605547;3.474350555451464e-05;3;['NER', 'NAME', 'VERBS'];34;True
il signore degli anelli.pdf;Lunga;CA;5.3e-05;190.0;0.012805480000679381;3.37922388906817e-05;3;['NER', 'NAME', 'VERBS'];34;True
il signore degli anelli.pdf;Lunga;Plain;6.3e-05;190.0;0.01273637999984203;3.3609891666249804e-05;3;['NER', 'NAME', 'VERBS'];34;True
il signore degli anelli.pdf;Lunga;Pattern;6.3e-05;190.0;0.01267888000002131;3.345815555561179e-05;3;['NER', 'NAME', 'VERBS'];34;True
il signore degli anelli.pdf;Lunga;CA;6.3e-05;190.0;0.012957399999140761;3.419313888662145e-05;3;['NER', 'NAME', 'VERBS'];34;True
il signore degli anelli.pdf;Lunga;Plain;7.3e-05;190.0;0.012926639999932377;3.4111966666488215e-05;3;['NER', 'NAME', 'VERBS'];34;True
il signore degli anelli.pdf;Lunga;Pattern;7.3e-05;190.0;0.013125820000277599;3.463758055628811e-05;3;['NER', 'NAME', 'VERBS'];34;True
il signore degli anelli.pdf;Lunga;CA;7.3e-05;190.0;0.013016319999587722;3.434862222113427e-05;3;['NER', 'NAME', 'VERBS'];34;True
Harry Potter e la pietra filosfale.pdf;Corta;Plain;9e-06;190.0;0.006365900000673719;1.6798902779555648e-05;3;['NER', 'NAME', 'VERBS'];3;True
Harry Potter e la pietra filosfale.pdf;Corta;Pattern;9e-06;190.0;0.006037759999890114;1.59329777774878e-05;3;['NER', 'NAME', 'VERBS'];3;True
Harry Potter e la pietra filosfale.pdf;Corta;CA;9e-06;190.0;1.340000017080456e-06;3.536111156184537e-09;0;[];0;True
Harry Potter e la pietra filosfale.pdf;Corta;Plain;1.42e-05;190.0;0.007604560000618221;2.0067588890520308e-05;3;['NER', 'NAME', 'VERBS'];3;True
Harry Potter e la pietra filosfale.pdf;Corta;Pattern;1.42e-05;190.0;0.006605460000719177;1.743107500189783e-05;3;['NER', 'NAME', 'VERBS'];3;True
Harry Potter e la pietra filosfale.pdf;Corta;CA;1.42e-05;190.0;0.0019938599994929972;5.2615749986620756e-06;1;['NER'];1;True
Harry Potter e la pietra filosfale.pdf;Corta;Plain;2.4e-05;190.0;0.005905159999383613;1.5583061109484534e-05;3;['NER', 'NAME', 'VERBS'];3;True
Harry Potter e la pietra filosfale.pdf;Corta;Pattern;2.4e-05;190.0;0.0066022800005157475;1.7422683334694334e-05;3;['NER', 'NAME', 'VERBS'];3;True
Harry Potter e la pietra filosfale.pdf;Corta;CA;2.4e-05;190.0;0.006244860000151675;1.6479491667066922e-05;3;['NER', 'NAME', 'VERBS'];3;True
Harry Potter e la pietra filosfale.pdf;Corta;Plain;3.4e-05;190.0;0.0059979600002407095;1.5827950000635205e-05;3;['NER', 'NAME', 'VERBS'];3;True
Harry Potter e la pietra filosfale.pdf;Corta;Pattern;3.4e-05;190.0;0.00646201999988989;1.705255277748721e-05;3;['NER', 'NAME', 'VERBS'];3;True
Harry Potter e la pietra filosfale.pdf;Corta;CA;3.4e-05;190.0;0.0061757600000419185;1.629714444455506e-05;3;['NER', 'NAME', 'VERBS'];3;True
Harry Potter e la pietra filosfale.pdf;Corta;Plain;4.35e-05;190.0;0.006394440000440227;1.6874216667828378e-05;3;['NER', 'NAME', 'VERBS'];3;True
Harry Potter e la pietra filosfale.pdf;Corta;Pattern;4.35e-05;190.0;0.006163260000903392;1.6264158335717285e-05;3;['NER', 'NAME', 'VERBS'];3;True
Harry Potter e la pietra filosfale.pdf;Corta;CA;4.35e-05;190.0;0.006191700000636046;1.633920833501179e-05;3;['NER', 'NAME', 'VERBS'];3;True
Harry Potter e la pietra filosfale.pdf;Corta;Plain;5.3e-05;190.0;0.006071039999369532;1.6020799998336265e-05;3;['NER', 'NAME', 'VERBS'];3;True
Harry Potter e la pietra filosfale.pdf;Corta;Pattern;5.3e-05;190.0;0.005986839999968652;1.579860555547283e-05;3;['NER', 'NAME', 'VERBS'];3;True
Harry Potter e la pietra filosfale.pdf;Corta;CA;5.3e-05;190.0;0.006088020001334371;1.606560833685459e-05;3;['NER', 'NAME', 'VERBS'];3;True
Harry Potter e la pietra filosfale.pdf;Corta;Plain;6.3e-05;190.0;0.00598113999949419;1.5783563887554114e-05;3;['NER', 'NAME', 'VERBS'];3;True
Harry Potter e la pietra filosfale.pdf;Corta;Pattern;6.3e-05;190.0;0.006014639999921201;1.5871966666458727e-05;3;['NER', 'NAME', 'VERBS'];3;True
Harry Potter e la pietra filosfale.pdf;Corta;CA;6.3e-05;190.0;0.006051660000230186;1.596965833394077e-05;3;['NER', 'NAME', 'VERBS'];3;True
